번호,제목,담당부서,보도일,첨부파일,첨부파일내용 미리보기,상세페이지URL,내용,문제유형,파싱된보도일,원본보도일
1099,보험 가입 후 알릴의무(통지의무) 관련 유익정보 및 유의사항을 안내해 드립니다,상품심사판매분석국,2024.9.30,"(금감원) 240930_조간_(보도자료)_[금융꿀팁] 보험 가입 후 알릴의무(통지의무) 관련 유익정보 및 유의사항을 안내해 드립니다.hwpx (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=40be30f2e3ca4521831ff2b932016d12&fileSn=1&bbsId=), (금감원) 240930_조간_(보도자료)_[금융꿀팁] 보험 가입 후 알릴의무(통지의무) 관련 유익정보 및 유의사항을 안내해 드립니다.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=40be30f2e3ca4521831ff2b932016d12&fileSn=2&bbsId=)","그림입니다. 원본 그림의 이름: CI.jpg 원본 그림의 크기: 가로 677pixel, 세로 970pixel 사진 찍은 날짜: 2008년 05월 26일 오후 11:00 프로그램 이름 : Adobe Photoshop CS Windows 색 대표 : sRGB 보 도 참 고 그림입니다. 원본 그림의 이름: CLP00002cd0b199.bmp 원본 그림의 크기: ",https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=187321&menuNo=200218&pageIndex=110,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-09-30),2024-09-30,
1100,오늘부터 실시간 시세 조회가 가능한 주거용 오피스텔 및 빌라 담보대출도 온라인에서 간편하게 갈아탈 수 있습니다,금융IT안전국,2024.9.30,240927 (보도자료) 오늘부터 실시간 시세 조회가 가능한 주거용 오피스텔 및 빌라 담보대출도 온라인에서 간편하게 갈아탈 수 있습니다.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=26fc85db3cb0443b9cfb4a43d0805402&fileSn=1&bbsId=),"< 금융위원회><보도자료><> <보도시점><2024.9.30.(월) 조간><배포><2024.9.27.(금) 09:00> <오늘부터 실시간 시세 조회가 가능한주거용 오피스텔 및 빌라 담보대출도 온라인에서 간편하게 갈아탈 수 있습니다.> <  9.30일, 주거용 오피스텔 및 빌라 담보대출을 온라인 대출 갈아타기서비스 이용대상에 포함> 9.30일부터는 실시간 ",https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=187318&menuNo=200218&pageIndex=111,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-09-30),2024-09-30,
1101,클라우드 활용 소프트웨어 서비스(SaaS) 이용을 허용하는 혁신금융서비스 14건 지정,디지털혁신국/금융IT안전국/자본시장감독국/자산운용감독국,2024. 9. 27,240927 배포시 (보도자료) 클라우드 활용 소프트웨어 서비스(SaaS) 이용을 허용하는 혁신금융서비스 14건 지정 (1).hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=b0c53df3d5bd42da87983717ecad0699&fileSn=1&bbsId=),< 금융위원회><보도자료><> <보도시점><배포시><배포><2024. 9. 27.(금)> <클라우드 활용 소프트웨어 서비스(SaaS) 이용을 허용하는 혁신금융서비스 14건 지정> 금융위원회는 9월 27일 정례회의를 통해 14건의 혁신금융서비스를 신규로 지정하였다. 이로써 현재까지 누적 총 375건의 서비스가 혁신금융서비스로 지정되어 시장에서 테스트를 해볼 ,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=187305&menuNo=200218&pageIndex=111,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-09-27),2024-09-27,
1102,2024년 증권사 윤리경영 및 내부통제 워크숍 개최,금융투자검사1국,2024.9.27,"240927 (보도자료) 1400_ 2024년 증권사 윤리경영 및 내부통제 워크숍 개최.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=f9257084d2f94c538cb6210589e88d58&fileSn=1&bbsId=), 240927 (보도자료) 1400_ 2024년 증권사 윤리경영 및 내부통제 워크숍 개최.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=f9257084d2f94c538cb6210589e88d58&fileSn=2&bbsId=)",<><보 도 자 료><> <> <보도><2024.9.27.(금) 14:00><배포><2024.9.27.(금)> <담당부서><금융감독원 금융투자검사1국><책임자><국 장><김재형><(02-3145-7011)><담당자><팀 장><이상민><(02-3145-7012)><금융투자협회 자율규제본부><책임자><본부장><정형규><(02-2003-9014)><담당자><부 ,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=187296&menuNo=200218&pageIndex=111,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-09-27),2024-09-27,
1103,'24년 상반기 중 증권회사 파생결합증권 발행 운용 현황,자본시장감독국,2024.9.27,"240927 (보도자료) 석간_'24년 상반기 중 증권회사 파생결합증권 발행 운용 현황.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=ba1921af0f1a4b20916fdf950e2f61d5&fileSn=1&bbsId=), 240927 (보도자료) 석간_'24년 상반기 중 증권회사 파생결합증권 발행 운용 현황.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=ba1921af0f1a4b20916fdf950e2f61d5&fileSn=2&bbsId=)",<><보 도 자 료><> <> <보도><2024.9.27.(금) 석간><배포><2024.9.26.(목)> <> <담당부서><자본시장감독국 파생상품시장팀><책임자><팀 장><박성영><(02-3145-7600)><담당자><조사역><나윤빈><(02-3145-7613)> <> <'24년 상반기 중 증권회사 파생결합증권 발행·운용 현황> <□ ’24년 상반기 중 파,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=187284&menuNo=200218&pageIndex=111,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-09-27),2024-09-27,
1104,"이복현 금융감독원장, 가상자산사업자 CEO 간담회 개최",가상자산감독국/가상자산조사국,2024.9.26,"240926 (보도자료) 1000_이복현 금융감독원장, 가상자산사업자 CEO 간담회 개최.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=90e351412e89472f8f984ac3dc8f0f1d&fileSn=1&bbsId=), 240926 (보도자료) 1000_이복현 금융감독원장, 가상자산사업자 CEO 간담회 개최.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=90e351412e89472f8f984ac3dc8f0f1d&fileSn=2&bbsId=)",<><보 도 자 료><> <> <보도><2024.9.26.(목) 10:00><배포><2024.9.25.(수)> <> <담당부서><가상자산감독국 가상자산감독총괄팀><책임자><국 장><이현덕><(02-3145-8160)><담당자><팀 장><안병남><(02-3145-8162)><가상자산조사국 가상자산조사기획팀><책임자><국 장><문정호><(02-3145-7100,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=187263&menuNo=200218&pageIndex=111,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-09-26),2024-09-26,
1105,「신뢰회복」과 「혁신」을 위한 3차 「보험개혁회의」 개최,보험감독국,2024.9.25,240925(보도자료) 「신뢰회복」과 「혁신」을 위한 3차 「보험개혁회의」 개최.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=6f204991465c4c32b34239e3c3f41839&fileSn=1&bbsId=),<><보도자료><> <보도시점><2024. 9. 26.(목) 10:00 ><배포><2024.9.25.(수) 10:00> < ｢신뢰회복｣과 ｢혁신｣을 위한 3차 ｢보험개혁회의｣ 개최 > <◈ 보험산업 현안 이슈들의 신속한 처리 및 국민체감형 보험상품 개선 우선 추진 ➊ 자동차보험 비교·추천 서비스 2.0 출시: 플랫폼과 보험사 홈페이지(CM)의 보험료 일원화,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=187262&menuNo=200218&pageIndex=111,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-09-25),2024-09-25,
1106,"금융감독원, 경기도, 경기남부,북부경찰청, 온라인 대부중개플랫폼 합동점검 실시",민생침해대응총괄국,2024.9.26,"240926 (보도자료) 석간_금융감독원, 경기도, 경기남부·북부경찰청, 온라인 대부중개플랫폼 합동점검 실시.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=d8e7cef67ffe479e88c8a5f69d3c290f&fileSn=1&bbsId=), 240926 (보도자료) 석간_금융감독원, 경기도, 경기남부·북부경찰청, 온라인 대부중개플랫폼 합동점검 실시.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=d8e7cef67ffe479e88c8a5f69d3c290f&fileSn=2&bbsId=)",<><보 도 자 료><> < ><> <> <보도><2024.9.26.(목) 석간><배포><2024.9.25.(수)> <> <담당부서><금융감독원><민생침해대응총괄국 대부업감독팀><책임자><팀장><박운규><02-3145-8288><담당자><선임><변나혜><02-3145-8261><IT검사국 검사기획팀><책임자><팀장><유희준><02-3145-7415><담당자,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=138802&menuNo=200218&pageIndex=111,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-09-26),2024-09-26,
1107,"‘24년 2분기 주요 민원,분쟁사례 및 분쟁판단기준 공개",금융민원국,2024.9.26,"240926 (보도자료) 석간_‘24년 2분기 주요 민원·분쟁사례 및 분쟁판단기준 공개.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=b7ca988cad474bbbba67ac3dd9b26150&fileSn=1&bbsId=), 240926 (보도자료) 석간_‘24년 2분기 주요 민원·분쟁사례 및 분쟁판단기준 공개.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=b7ca988cad474bbbba67ac3dd9b26150&fileSn=2&bbsId=)",<><보 도 자 료><> <> <보도><2024.9.26.(목) 석간><배포><2024.9.25.(수)> <> <담당부서><금융민원국 금융민원기획팀><책임자><팀 장><박관우><(02-3145-5510)><담당자><선임조사역><변자영><(02-3145-5511)> <> <‘24년 2분기 주요 민원·분쟁사례 및 분쟁판단기준 공개> <Ⅰ. 개 요> □ 금융감독,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=138801&menuNo=200218&pageIndex=111,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-09-26),2024-09-26,
1108,"채권자 변동내역, 소멸시효 완성 여부 등을 확인하고 불법 채권추심에 대응할 수 있습니다!",디지털혁신국,2024.9.26,"240926 (보도자료) 조간_채권자 변동내역, 소멸시효 완성 여부 등을 확인하고 불법 채권추심에 대응할 수 있습니다!F.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=bd8f1c5183a348089b213b968a9314e0&fileSn=1&bbsId=)",<><보 도 자 료><> <> <보도><2024.9.26.(목) 조간><배포><2024.9.25.(수)> <> <담당부서><디지털혁신국 디지털혁신감독팀><책임자><국 장><곽범준><(02-3145-7160)><담당자><팀 장><이수인><(02-3145-7180)><신용정보원 신용데이터부><책임자><상 무><방태진><(02-3705-5806)><담당자><부 ,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=138781&menuNo=200218&pageIndex=111,※ 자세한 내용은 첨부파일을 참고해주시기 바랍니다,보도일이 2025년 이전 (2024-09-26),2024-09-26,
1109,"투자자에게 공매도 통합가이드라인을 제시하고, 투자자별 맞춤식 지원체계를 통해 공매도 전산화를 차질없이 진행하겠습니다",자본시장감독국,2024.9.26,"240926 (보도자료) 조간_투자자에게 공매도 통합가이드라인을 제시하고, 투자자별 맞춤식 지원체계를 통해 공매도 전산화를 차질없이 진행하겠습니다.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=433990271045475cb42324ece65627a3&fileSn=1&bbsId=), 240926 (보도자료) 조간_투자자에게 공매도 통합가이드라인을 제시하고, 투자자별 맞춤식 지원체계를 통해 공매도 전산화를 차질없이 진행하겠습니다.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=433990271045475cb42324ece65627a3&fileSn=2&bbsId=), 240926 (붙임) 공매도 통합 가이드라인.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=433990271045475cb42324ece65627a3&fileSn=3&bbsId=)","< ><보 도 자 료><> <> <보도><2024.9.26.(목) 조간><배포><2024.9.25.(수)> <> <담당부서><자본시장감독국 증권거래감독팀><책임자><팀장><박재영><(02-3145-7590)><담당자><수석조사역><오수영><(02-3145-7593)> <> <투자자에게 공매도 통합 가이드라인을 제시하고, 투자자별 맞춤식 지원체계를 통해 공매",https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=138777&menuNo=200218&pageIndex=111,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-09-26),2024-09-26,
1110,영업을 종료한 가상자산거래소의 이용자 자산을 차질없이 반환하겠습니다,가상자산감독국,2024. 9. 26,240925(보도자료) 영업을 종료한 가상자산거래소의 이용자 자산을 차질없이 반환하겠습니다.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=54ec38eaf1f9423b805dc42d923b3bd3&fileSn=1&bbsId=),<><보도자료><> <보도시점><2024. 9. 26.(목) 조간><배포><2024. 9. 25.(수) 09:00> <영업을 종료한 가상자산거래소의 이용자 자산을 차질없이 반환하겠습니다.> <▪ 디지털자산거래소 공동협의체(DAXA)를 중심으로 업계 자율로 공익적 목적의 ｢디지털자산보호재단｣ 설립 추진 ▪ 영업종료 거래소로부터 이용자 자산을 이전받아 반환할 ,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=138776&menuNo=200218&pageIndex=112,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-09-26),2024-09-26,
1111,'24.8월중 기업의 직접금융 조달실적,기업공시국,2024.9.25,"240925 (보도자료) 석간_'24.8월중 기업의 직접금융 조달실적.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=baa497d39d5e4e3d8d156b1f04e8d77e&fileSn=1&bbsId=), 240925 (보도자료) 석간_'24.8월중 기업의 직접금융 조달실적.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=baa497d39d5e4e3d8d156b1f04e8d77e&fileSn=2&bbsId=)","<><보 도 자 료><> <> <보도><2024.9.25.(수) 석간><배포><2024.9.24.(화)> <> <담당부서><기업공시국 증권발행제도팀><책임자><팀 장><이주영><(02-3145-8482)><담당자><조사역><장성혁><(02-3145-8494)> <> <'24.8월중 기업의 직접금융 조달실적> < 전월 대비 주식․회사채 7.0% 감소, CP․",https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=138769&menuNo=200218&pageIndex=112,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-09-25),2024-09-25,
1112,"금융감독원, 5대 금융지주 및 삼성전자와 공동으로 중소기업의 기후위기 대응 등의 지원을 위한 업무협약 체결",금융시장안정국,2024.9.24,"240923 (보도자료) 1700_금융감독원, 5대 금융지주 및 삼성전자와 공동으로 중소기업의 기후위기 대응 등의 지원을 위한 업무협약 체결.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=7505836902bf41c59be487e7f1cf3d80&fileSn=1&bbsId=), 240923 (보도자료) 1700_금융감독원, 5대 금융지주 및 삼성전자와 공동으로 중소기업의 기후위기 대응 등의 지원을 위한 업무협약 체결.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=7505836902bf41c59be487e7f1cf3d80&fileSn=2&bbsId=)","<><보 도 자 료><> <> <보도><2024.9.24.(화) 17:00><배포><2024.9.23.(월)> <> <담당부서><금융시장안정국 ESG시스템리스크분석팀><책임자><국 장><이 진><(02-3145-8170)><담당자><팀 장><김정일><(02-3145-8191)> <> <금융감독원, 5대 금융지주 및 삼성전자와 공동으로 중소기업의 기후위기 대",https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=138762&menuNo=200218&pageIndex=112,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-09-24),2024-09-24,
1113,금융당국이 올해 아홉 번째로 핀테크 육성공간에서 중소 핀테크 기업들과 소통하였습니다,디지털혁신국,2024.9.24,240924(보도자료) 금융당국이 올해 아홉 번째로 핀테크 육성공간에서 중소 핀테크 기업들과 소통하였습니다.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=be056cd8703e40399b2b9ab1cf41618d&fileSn=1&bbsId=),< 금융위원회><보도자료><> <보도시점><2024. 9. 24.(화) 14:00><배포><2024. 9. 24.(화) 10:00> < 금융당국이 올해 아홉 번째로 핀테크 육성공간에서 중소 핀테크 기업들과 소통하였습니다. - ’24년 제9회 ｢찾아가는 금융규제 샌드박스｣ 간담회 개최 -> <- 혁신적 금융서비스를 제공 중이거나 준비 중인 중소 핀테크 기업들,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=138751&menuNo=200218&pageIndex=112,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-09-24),2024-09-24,
1114,전국민 대상 「보험사기 근절을 위한 대국민 홍보아이디어 공모전」 개최,보험사기대응단,2024.9.24,240924 (보도자료) 석간_전국민 대상 「보험사기 근절을 위한 대국민 홍보아이디어 공모전」 개최_ F.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=b16e172342a94b7ab120b2eaf6747282&fileSn=1&bbsId=),<><보 도 자 료><> <><> <> <보도><2024.9.24.(화) 석간><배포><2024.9.23.(월) > <> <담당부서><금융감독원 보험사기대응단><책임자><실 장><정제용><(02-3145-8730)><담당자><팀 장><현은하><(02-3145-8888)><생명보험협회 보험계약관리부><책임자><상 무><최종윤><(02-2262-6614)><담,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=138729&menuNo=200218&pageIndex=112,※ 자세한 내용은 첨부파일을 참고하시기 바랍니다.,보도일이 2025년 이전 (2024-09-24),2024-09-24,
